GEO_ID,FIPS,NAME,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0076E,DP05_0081E,DP05_0069PE,DP05_0070PE,DP05_0071PE,DP05_0072PE,DP05_0073PE,DP05_0074PE,DP05_0076PE,DP05_0082PE,Percent Nonwhite
1400000U,06037119342,Census Tract 1193.42; Los Angeles County; California,2791,722,80,134,585,0,1709,2033,758,25.9,2.9,4.8,21,0,61.2,72.8,6.4,93.6
1400000U,06037119400,Census Tract 1194; Los Angeles County; California,4650,1932,171,8,449,0,2848,3717,933,41.5,3.7,0.2,9.7,0,61.2,79.9,8.2,91.8
1400000U,06037119700,Census Tract 1197; Los Angeles County; California,4414,1933,64,102,1489,8,1552,1935,2479,43.8,1.4,2.3,33.7,0.2,35.2,43.8,22.8,77.2
1400000U,06037119801,Census Tract 1198.01; Los Angeles County; California,2702,948,47,54,363,0,1751,2075,627,35.1,1.7,2,13.4,0,64.8,76.8,8.7,91.3
1400000U,06037119802,Census Tract 1198.02; Los Angeles County; California,3094,1267,61,59,453,30,1855,2394,700,41,2,1.9,14.6,1,60,77.4,5.9,94.1
1400000U,06037119900,Census Tract 1199; Los Angeles County; California,4503,1532,84,20,542,35,2866,3640,863,34,1.9,0.4,12,0.8,63.6,80.8,5.6,94.4
1400000U,06037120010,Census Tract 1200.10; Los Angeles County; California,2643,479,45,11,225,0,2127,2202,441,18.1,1.7,0.4,8.5,0,80.5,83.3,6.2,93.8
1400000U,06037120020,Census Tract 1200.20; Los Angeles County; California,3973,1073,157,38,952,28,2129,2586,1387,27,4,1,24,0.7,53.6,65.1,7.6,92.4
1400000U,06037120030,Census Tract 1200.30; Los Angeles County; California,2576,375,16,14,147,0,2053,2119,457,14.6,0.6,0.5,5.7,0,79.7,82.3,10.4,89.6
1400000U,06037120103,Census Tract 1201.03; Los Angeles County; California,2879,419,81,135,52,0,2440,2689,190,14.6,2.8,4.7,1.8,0,84.8,93.4,3,97
1400000U,06037120104,Census Tract 1201.04; Los Angeles County; California,2603,516,253,79,472,0,1515,1558,1045,19.8,9.7,3,18.1,0,58.2,59.9,10.4,89.6
1400000U,06037120105,Census Tract 1201.05; Los Angeles County; California,2755,756,98,52,400,0,1942,2164,591,27.4,3.6,1.9,14.5,0,70.5,78.5,6.3,93.7
1400000U,06037120106,Census Tract 1201.06; Los Angeles County; California,4282,573,27,60,570,34,3380,3567,715,13.4,0.6,1.4,13.3,0.8,78.9,83.3,2.5,97.5
1400000U,06037120107,Census Tract 1201.07; Los Angeles County; California,4130,690,163,0,321,20,3354,3561,569,16.7,3.9,0,7.8,0.5,81.2,86.2,4.4,95.6
1400000U,06037120108,Census Tract 1201.08; Los Angeles County; California,4558,1039,95,0,702,0,3062,3278,1280,22.8,2.1,0,15.4,0,67.2,71.9,10.3,89.7
1400000U,06037120300,Census Tract 1203; Los Angeles County; California,5469,1725,255,68,1512,68,2430,2475,2994,31.5,4.7,1.2,27.6,1.2,44.4,45.3,22.7,77.3
1400000U,06037120400,Census Tract 1204; Los Angeles County; California,5820,2358,268,102,861,0,2726,3218,2602,40.5,4.6,1.8,14.8,0,46.8,55.3,25.7,74.3
1400000U,06037121010,Census Tract 1210.10; Los Angeles County; California,5213,3446,1,180,260,17,2553,3334,1879,66.1,0,3.5,5,0.3,49,64,29.5,70.5
1400000U,06037121020,Census Tract 1210.20; Los Angeles County; California,3481,2260,46,45,372,51,1525,2006,1475,64.9,1.3,1.3,10.7,1.5,43.8,57.6,31.6,68.4
1400000U,06037121101,Census Tract 1211.01; Los Angeles County; California,3345,2411,92,36,144,0,1929,2535,810,72.1,2.8,1.1,4.3,0,57.7,75.8,17.3,82.7
1400000U,06037121102,Census Tract 1211.02; Los Angeles County; California,2254,1452,70,67,181,0,904,1024,1230,64.4,3.1,3,8,0,40.1,45.4,41.6,58.4
1400000U,06037121210,Census Tract 1212.10; Los Angeles County; California,3168,1652,75,124,380,54,1840,2246,922,52.1,2.4,3.9,12,1.7,58.1,70.9,12.7,87.3
1400000U,06037121221,Census Tract 1212.21; Los Angeles County; California,2047,1271,45,11,113,43,1359,1615,432,62.1,2.2,0.5,5.5,2.1,66.4,78.9,13.6,86.4
1400000U,06037121222,Census Tract 1212.22; Los Angeles County; California,5111,2869,174,245,149,0,3278,4310,801,56.1,3.4,4.8,2.9,0,64.1,84.3,9.1,90.9
1400000U,06037121600,Census Tract 1216; Los Angeles County; California,2604,1273,9,99,749,6,664,815,1789,48.9,0.3,3.8,28.8,0.2,25.5,31.3,39.6,60.4
1400000U,06037121801,Census Tract 1218.01; Los Angeles County; California,4302,2217,11,48,192,8,3164,3442,860,51.5,0.3,1.1,4.5,0.2,73.5,80,13.1,86.9
1400000U,06037121802,Census Tract 1218.02; Los Angeles County; California,3192,1728,211,45,261,11,1753,2131,1061,54.1,6.6,1.4,8.2,0.3,54.9,66.8,19.5,80.5
1400000U,06037121900,Census Tract 1219; Los Angeles County; California,3329,2318,25,57,92,0,2215,2662,667,69.6,0.8,1.7,2.8,0,66.5,80,16.9,83.1
1400000U,06037122000,Census Tract 1220; Los Angeles County; California,5326,3354,19,219,697,0,1995,2262,3064,63,0.4,4.1,13.1,0,37.5,42.5,43.7,56.3
1400000U,06037122120,Census Tract 1221.20; Los Angeles County; California,4387,2701,279,183,132,38,2443,3321,1066,61.6,6.4,4.2,3,0.9,55.7,75.7,14.3,85.7
1400000U,06037122121,Census Tract 1221.21; Los Angeles County; California,2726,1592,81,130,206,1,1658,2108,618,58.4,3,4.8,7.6,0,60.8,77.3,11.6,88.4
1400000U,06037122122,Census Tract 1221.22; Los Angeles County; California,2562,1657,200,54,39,0,1804,2193,369,64.7,7.8,2.1,1.5,0,70.4,85.6,7.4,92.6
1400000U,06037122200,Census Tract 1222; Los Angeles County; California,3625,2275,16,75,206,7,2400,2920,705,62.8,0.4,2.1,5.7,0.2,66.2,80.6,13.1,86.9
1400000U,06037122410,Census Tract 1224.10; Los Angeles County; California,4083,2600,179,22,285,0,2587,3376,707,63.7,4.4,0.5,7,0,63.4,82.7,6.9,93.1
1400000U,06037122420,Census Tract 1224.20; Los Angeles County; California,5328,2670,50,435,175,0,3929,4671,657,50.1,0.9,8.2,3.3,0,73.7,87.7,7.8,92.2
1400000U,06037123010,Census Tract 1230.10; Los Angeles County; California,3828,2263,53,46,85,95,2536,3276,552,59.1,1.4,1.2,2.2,2.5,66.2,85.6,8.9,91.1
1400000U,06037123020,Census Tract 1230.20; Los Angeles County; California,2804,1772,72,139,145,0,1597,2096,708,63.2,2.6,5,5.2,0,57,74.8,15.9,84.1
1400000U,06037123103,Census Tract 1231.03; Los Angeles County; California,3893,2092,334,254,260,0,1581,2081,1812,53.7,8.6,6.5,6.7,0,40.6,53.5,30.2,69.8
1400000U,06037123104,Census Tract 1231.04; Los Angeles County; California,4700,2485,370,205,693,130,1809,2240,2460,52.9,7.9,4.4,14.7,2.8,38.5,47.7,32.5,67.5
1400000U,06037123203,Census Tract 1232.03; Los Angeles County; California,2926,1744,78,138,216,0,1525,2063,863,59.6,2.7,4.7,7.4,0,52.1,70.5,19,81
1400000U,06037123204,Census Tract 1232.04; Los Angeles County; California,3333,2021,81,46,170,0,1751,2509,824,60.6,2.4,1.4,5.1,0,52.5,75.3,17.1,82.9
1400000U,06037123205,Census Tract 1232.05; Los Angeles County; California,2834,1893,51,60,184,0,1641,2153,681,66.8,1.8,2.1,6.5,0,57.9,76,17.9,82.1
1400000U,06037123206,Census Tract 1232.06; Los Angeles County; California,2470,1330,51,138,19,0,1656,2082,388,53.8,2.1,5.6,0.8,0,67,84.3,9.1,90.9
1400000U,06037123301,Census Tract 1233.01; Los Angeles County; California,3956,2194,336,207,924,0,1045,1380,2576,55.5,8.5,5.2,23.4,0,26.4,34.9,33.5,66.5
1400000U,06037123303,Census Tract 1233.03; Los Angeles County; California,2842,1771,145,83,156,22,1141,1529,1313,62.3,5.1,2.9,5.5,0.8,40.1,53.8,37.4,62.6
1400000U,06037123304,Census Tract 1233.04; Los Angeles County; California,4435,3095,235,76,276,0,1396,1905,2530,69.8,5.3,1.7,6.2,0,31.5,43,46.3,53.7
1400000U,06037123410,Census Tract 1234.10; Los Angeles County; California,3469,1825,32,31,286,52,1620,1747,1722,52.6,0.9,0.9,8.2,1.5,46.7,50.4,39.4,60.6
1400000U,06037123420,Census Tract 1234.20; Los Angeles County; California,4453,2888,246,80,255,0,1565,2501,1952,64.9,5.5,1.8,5.7,0,35.1,56.2,34.6,65.4
1400000U,06037123510,Census Tract 1235.10; Los Angeles County; California,4652,3097,100,37,600,4,1234,2134,2518,66.6,2.1,0.8,12.9,0.1,26.5,45.9,38.7,61.3
1400000U,06037123520,Census Tract 1235.20; Los Angeles County; California,2488,1692,78,144,138,9,1106,1326,1162,68,3.1,5.8,5.5,0.4,44.5,53.3,35.6,64.4
1400000U,06037123601,Census Tract 1236.01; Los Angeles County; California,5498,4206,268,0,376,0,1840,2173,3325,76.5,4.9,0,6.8,0,33.5,39.5,49.1,50.9
1400000U,06037123602,Census Tract 1236.02; Los Angeles County; California,3099,2425,174,142,167,0,885,1006,2093,78.3,5.6,4.6,5.4,0,28.6,32.5,53.9,46.1
1400000U,06037123700,Census Tract 1237; Los Angeles County; California,3827,2812,617,46,461,0,765,797,3030,73.5,16.1,1.2,12,0,20,20.8,53.9,46.1
1400000U,06037123800,Census Tract 1238; Los Angeles County; California,5552,4518,92,92,563,0,1067,1211,4341,81.4,1.7,1.7,10.1,0,19.2,21.8,63.4,36.6
1400000U,06037123901,Census Tract 1239.01; Los Angeles County; California,4369,2893,377,19,254,23,2029,2264,2105,66.2,8.6,0.4,5.8,0.5,46.4,51.8,34.6,65.4
1400000U,06037123902,Census Tract 1239.02; Los Angeles County; California,2758,1891,187,47,298,0,726,928,1830,68.6,6.8,1.7,10.8,0,26.3,33.6,48.8,51.2
1400000U,06037124000,Census Tract 1240; Los Angeles County; California,4502,3812,365,103,563,71,414,456,4046,84.7,8.1,2.3,12.5,1.6,9.2,10.1,70.7,29.3
1400000U,06037124102,Census Tract 1241.02; Los Angeles County; California,3653,1822,429,0,755,0,1118,1346,2307,49.9,11.7,0,20.7,0,30.6,36.8,30.9,69.1
1400000U,06037124103,Census Tract 1241.03; Los Angeles County; California,1891,1068,41,14,225,0,803,1187,704,56.5,2.2,0.7,11.9,0,42.5,62.8,23.2,76.8
1400000U,06037124104,Census Tract 1241.04; Los Angeles County; California,2777,1556,295,42,47,0,1640,1821,956,56,10.6,1.5,1.7,0,59.1,65.6,24.3,75.7
1400000U,06037124105,Census Tract 1241.05; Los Angeles County; California,2191,936,171,23,189,0,1090,1292,899,42.7,7.8,1,8.6,0,49.7,59,24.2,75.8
1400000U,06037124201,Census Tract 1242.01; Los Angeles County; California,3445,1720,207,74,275,0,1841,2221,1224,49.9,6,2.1,8,0,53.4,64.5,21,79
1400000U,06037124203,Census Tract 1242.03; Los Angeles County; California,2063,1034,69,72,209,0,980,1168,895,50.1,3.3,3.5,10.1,0,47.5,56.6,26.5,73.5
1400000U,06037124204,Census Tract 1242.04; Los Angeles County; California,2537,1484,182,182,169,0,1178,1342,1195,58.5,7.2,7.2,6.7,0,46.4,52.9,28.5,71.5
1400000U,06037124300,Census Tract 1243; Los Angeles County; California,3094,1859,140,55,259,0,1227,1634,1460,60.1,4.5,1.8,8.4,0,39.7,52.8,34.6,65.4
1400000U,06037124400,Census Tract 1244; Los Angeles County; California,4470,3828,78,13,165,0,1232,1536,2934,85.6,1.7,0.3,3.7,0,27.6,34.4,59.9,40.1
1400000U,06037124500,Census Tract 1245; Los Angeles County; California,2728,2180,168,7,238,0,651,589,2139,79.9,6.2,0.3,8.7,0,23.9,21.6,56.9,43.1
1400000U,06037124600,Census Tract 1246; Los Angeles County; California,2849,2581,42,104,219,0,360,416,2433,90.6,1.5,3.7,7.7,0,12.6,14.6,73.3,26.7
1400000U,06037124700,Census Tract 1247; Los Angeles County; California,5251,4255,538,63,457,49,411,509,4742,81,10.2,1.2,8.7,0.9,7.8,9.7,71.5,28.5
1400000U,06037124902,Census Tract 1249.02; Los Angeles County; California,3129,1922,450,113,555,0,575,638,2491,61.4,14.4,3.6,17.7,0,18.4,20.4,45.4,54.6
1400000U,06037124903,Census Tract 1249.03; Los Angeles County; California,3964,2816,785,52,344,70,720,861,3103,71,19.8,1.3,8.7,1.8,18.2,21.7,49.8,50.2
1400000U,06037125101,Census Tract 1251.01; Los Angeles County; California,4465,2609,1110,90,692,0,830,1071,3394,58.4,24.9,2,15.5,0,18.6,24,38.8,61.2
1400000U,06037125102,Census Tract 1251.02; Los Angeles County; California,2053,1715,315,0,88,16,174,238,1815,83.5,15.3,0,4.3,0.8,8.5,11.6,70.3,29.7
1400000U,06037125200,Census Tract 1252; Los Angeles County; California,4203,3008,469,103,292,7,801,1163,3040,71.6,11.2,2.5,6.9,0.2,19.1,27.7,52.3,47.7
1400000U,06037125310,Census Tract 1253.10; Los Angeles County; California,4170,2378,959,4,458,0,922,1248,2922,57,23,0.1,11,0,22.1,29.9,37.6,62.4
1400000U,06037125321,Census Tract 1253.21; Los Angeles County; California,2840,2080,186,30,466,16,231,881,1959,73.2,6.5,1.1,16.4,0.6,8.1,31,49.2,50.8
1400000U,06037125322,Census Tract 1253.22; Los Angeles County; California,2090,1509,390,114,201,39,652,846,1244,72.2,18.7,5.5,9.6,1.9,31.2,40.5,35.3,64.7
1400000U,06037125402,Census Tract 1254.02; Los Angeles County; California,3821,2471,503,82,407,82,843,952,2869,64.7,13.2,2.1,10.7,2.1,22.1,24.9,50.6,49.4
1400000U,06037125403,Census Tract 1254.03; Los Angeles County; California,2594,1604,446,90,281,8,621,844,1750,61.8,17.2,3.5,10.8,0.3,23.9,32.5,42.8,57.2
1400000U,06037125404,Census Tract 1254.04; Los Angeles County; California,3001,1548,1062,0,303,0,536,582,2419,51.6,35.4,0,10.1,0,17.9,19.4,35.2,64.8
1400000U,06037125501,Census Tract 1255.01; Los Angeles County; California,2969,2155,388,45,366,0,323,552,2417,72.6,13.1,1.5,12.3,0,10.9,18.6,58.4,41.6
1400000U,06037125502,Census Tract 1255.02; Los Angeles County; California,3696,2527,368,255,301,0,670,851,2845,68.4,10,6.9,8.1,0,18.1,23,57.8,42.2
1400000U,06037125600,Census Tract 1256; Los Angeles County; California,2990,2138,257,16,369,28,568,632,2358,71.5,8.6,0.5,12.3,0.9,19,21.1,55.4,44.6
1400000U,06037127102,Census Tract 1271.02; Los Angeles County; California,5292,3111,450,111,223,0,3058,3543,1749,58.8,8.5,2.1,4.2,0,57.8,67,21.8,78.2
1400000U,06037127103,Census Tract 1271.03; Los Angeles County; California,3354,1550,410,97,442,16,1601,1798,1556,46.2,12.2,2.9,13.2,0.5,47.7,53.6,22.4,77.6
1400000U,06037127104,Census Tract 1271.04; Los Angeles County; California,4327,2997,158,13,318,0,1584,2565,1762,69.3,3.7,0.3,7.3,0,36.6,59.3,30.6,69.4
1400000U,06037127210,Census Tract 1272.10; Los Angeles County; California,5434,2624,537,212,780,14,2355,3100,2334,48.3,9.9,3.9,14.4,0.3,43.3,57,19.4,80.6
1400000U,06037127220,Census Tract 1272.20; Los Angeles County; California,4750,2135,221,45,687,0,2844,3350,1400,44.9,4.7,0.9,14.5,0,59.9,70.5,11.4,88.6
1400000U,06037127300,Census Tract 1273; Los Angeles County; California,4301,2572,371,118,512,18,2044,2443,1858,59.8,8.6,2.7,11.9,0.4,47.5,56.8,21,79
1400000U,06037127400,Census Tract 1274; Los Angeles County; California,5638,2599,160,142,294,13,3621,4213,1425,46.1,2.8,2.5,5.2,0.2,64.2,74.7,15.1,84.9
1400000U,06037127520,Census Tract 1275.20; Los Angeles County; California,4868,1380,228,110,257,0,3344,4038,830,28.3,4.7,2.3,5.3,0,68.7,82.9,7.1,92.9
1400000U,06037127603,Census Tract 1276.03; Los Angeles County; California,2873,1459,167,52,217,0,1770,2311,562,50.8,5.8,1.8,7.6,0,61.6,80.4,4.8,95.2
1400000U,06037127604,Census Tract 1276.04; Los Angeles County; California,3151,1811,299,96,274,13,1272,1597,1554,57.5,9.5,3,8.7,0.4,40.4,50.7,30.4,69.6
1400000U,06037127605,Census Tract 1276.05; Los Angeles County; California,3682,1585,307,67,47,0,2338,2532,1150,43,8.3,1.8,1.3,0,63.5,68.8,19.2,80.8
1400000U,06037127606,Census Tract 1276.06; Los Angeles County; California,3218,1386,149,7,440,0,1781,1907,1311,43.1,4.6,0.2,13.7,0,55.3,59.3,22.8,77.2
1400000U,06037127711,Census Tract 1277.11; Los Angeles County; California,3231,1934,170,21,448,0,1229,1714,1517,59.9,5.3,0.6,13.9,0,38,53,28.3,71.7
1400000U,06037127712,Census Tract 1277.12; Los Angeles County; California,4047,2893,343,7,378,23,2007,2509,1538,71.5,8.5,0.2,9.3,0.6,49.6,62,21.4,78.6
1400000U,06037127803,Census Tract 1278.03; Los Angeles County; California,5002,2272,268,180,811,0,2340,2822,2180,45.4,5.4,3.6,16.2,0,46.8,56.4,21.5,78.5
1400000U,06037127804,Census Tract 1278.04; Los Angeles County; California,4433,1889,221,122,669,324,2161,2325,2108,42.6,5,2.8,15.1,7.3,48.7,52.4,21.5,78.5
1400000U,06037127805,Census Tract 1278.05; Los Angeles County; California,3514,1823,207,84,112,0,2227,2322,1192,51.9,5.9,2.4,3.2,0,63.4,66.1,22.3,77.7
1400000U,06037127806,Census Tract 1278.06; Los Angeles County; California,3729,1996,255,84,342,0,1970,2480,1249,53.5,6.8,2.3,9.2,0,52.8,66.5,16,84
1400000U,06037127910,Census Tract 1279.10; Los Angeles County; California,5072,1927,316,204,398,10,3230,3650,1422,38,6.2,4,7.8,0.2,63.7,72,13.6,86.4
1400000U,06037127920,Census Tract 1279.20; Los Angeles County; California,4385,2911,108,24,216,11,1668,1885,2500,66.4,2.5,0.5,4.9,0.3,38,43,50.6,49.4
1400000U,06037128101,Census Tract 1281.01; Los Angeles County; California,2823,1720,367,8,147,8,1068,1179,1644,60.9,13,0.3,5.2,0.3,37.8,41.8,41.2,58.8
1400000U,06037128102,Census Tract 1281.02; Los Angeles County; California,4892,2605,282,103,447,0,2464,3540,1352,53.3,5.8,2.1,9.1,0,50.4,72.4,14.7,85.3
1400000U,06037128210,Census Tract 1282.10; Los Angeles County; California,5000,2807,228,202,298,0,3146,3965,1035,56.1,4.6,4,6,0,62.9,79.3,10.7,89.3
1400000U,06037128220,Census Tract 1282.20; Los Angeles County; California,2992,1946,281,10,184,0,1109,1451,1541,65,9.4,0.3,6.1,0,37.1,48.5,35.1,64.9
1400000U,06037128302,Census Tract 1283.02; Los Angeles County; California,4559,2697,306,34,445,0,2458,3106,1453,59.2,6.7,0.7,9.8,0,53.9,68.1,15.7,84.3
1400000U,06037128303,Census Tract 1283.03; Los Angeles County; California,3432,2156,176,40,55,69,2345,2784,648,62.8,5.1,1.2,1.6,2,68.3,81.1,10.5,89.5
1400000U,06037128400,Census Tract 1284; Los Angeles County; California,4274,2996,507,50,532,109,964,1105,3169,70.1,11.9,1.2,12.4,2.6,22.6,25.9,49.9,50.1
1400000U,06037128500,Census Tract 1285; Los Angeles County; California,4401,3209,248,55,430,0,1009,970,3431,72.9,5.6,1.2,9.8,0,22.9,22,58.4,41.6
1400000U,06037128601,Census Tract 1286.01; Los Angeles County; California,4842,3456,415,267,301,46,2111,2630,2212,71.4,8.6,5.5,6.2,1,43.6,54.3,31.3,68.7
1400000U,06037128602,Census Tract 1286.02; Los Angeles County; California,2687,2164,156,16,254,0,580,590,2097,80.5,5.8,0.6,9.5,0,21.6,22,60,40
1400000U,06037128703,Census Tract 1287.03; Los Angeles County; California,3576,2669,779,89,210,16,357,505,3071,74.6,21.8,2.5,5.9,0.4,10,14.1,55.3,44.7
1400000U,06037128704,Census Tract 1287.04; Los Angeles County; California,2328,1859,141,147,254,0,176,351,1977,79.9,6.1,6.3,10.9,0,7.6,15.1,67.4,32.6
1400000U,06037128801,Census Tract 1288.01; Los Angeles County; California,3864,2893,362,116,622,27,511,650,3214,74.9,9.4,3,16.1,0.7,13.2,16.8,56.3,43.7
1400000U,06037128802,Census Tract 1288.02; Los Angeles County; California,4317,2827,509,43,774,17,617,896,3421,65.5,11.8,1,17.9,0.4,14.3,20.8,49,51
1400000U,06037128910,Census Tract 1289.10; Los Angeles County; California,4528,3560,168,126,537,0,899,1111,3417,78.6,3.7,2.8,11.9,0,19.9,24.5,57.6,42.4
1400000U,06037131021,Census Tract 1310.21; Los Angeles County; California,3237,1003,242,20,381,120,1628,1810,1427,31,7.5,0.6,11.8,3.7,50.3,55.9,21.9,78.1
1400000U,06037131022,Census Tract 1310.22; Los Angeles County; California,2877,1170,122,145,546,0,1286,1693,1184,40.7,4.2,5,19,0,44.7,58.8,18.6,81.4
1400000U,06037131023,Census Tract 1310.23; Los Angeles County; California,2655,1103,173,78,370,0,1203,1611,1044,41.5,6.5,2.9,13.9,0,45.3,60.7,22.2,77.8
1400000U,06037131024,Census Tract 1310.24; Los Angeles County; California,3894,1104,411,150,481,0,1933,2279,1615,28.4,10.6,3.9,12.4,0,49.6,58.5,19.1,80.9
1400000U,06037131100,Census Tract 1311; Los Angeles County; California,3017,1669,64,49,339,0,1137,1331,1686,55.3,2.1,1.6,11.2,0,37.7,44.1,42,58
1400000U,06037131200,Census Tract 1312; Los Angeles County; California,3681,2401,175,72,292,13,951,1324,2357,65.2,4.8,2,7.9,0.4,25.8,36,50.9,49.1
1400000U,06037131300,Census Tract 1313; Los Angeles County; California,4316,1519,227,23,766,0,2677,2763,1553,35.2,5.3,0.5,17.7,0,62,64,15.4,84.6
1400000U,06037131400,Census Tract 1314; Los Angeles County; California,5895,3361,261,346,1009,72,2215,2823,3072,57,4.4,5.9,17.1,1.2,37.6,47.9,28.5,71.5
1400000U,06037131600,Census Tract 1316; Los Angeles County; California,4942,1989,548,35,952,0,2271,2460,2482,40.2,11.1,0.7,19.3,0,46,49.8,17.4,82.6
1400000U,06037131701,Census Tract 1317.01; Los Angeles County; California,4877,2207,286,21,1367,0,1387,2089,2788,45.3,5.9,0.4,28,0,28.4,42.8,24.1,75.9
1400000U,06037131702,Census Tract 1317.02; Los Angeles County; California,3669,1939,266,100,446,0,1614,2116,1553,52.8,7.2,2.7,12.2,0,44,57.7,24.8,75.2
1400000U,06037131801,Census Tract 1318.01; Los Angeles County; California,2879,912,90,33,653,0,1564,1737,1142,31.7,3.1,1.1,22.7,0,54.3,60.3,15.4,84.6
1400000U,06037131802,Census Tract 1318.02; Los Angeles County; California,2337,1105,254,23,365,0,925,1165,1172,47.3,10.9,1,15.6,0,39.6,49.9,23.3,76.7
1400000U,06037131900,Census Tract 1319; Los Angeles County; California,3959,2362,27,54,512,0,1652,1801,2158,59.7,0.7,1.4,12.9,0,41.7,45.5,35.9,64.1
1400000U,06037132001,Census Tract 1320.01; Los Angeles County; California,2714,1526,144,200,440,30,806,1044,1670,56.2,5.3,7.4,16.2,1.1,29.7,38.5,38.3,61.7
1400000U,06037132002,Census Tract 1320.02; Los Angeles County; California,3585,2297,263,426,193,0,1287,1928,1657,64.1,7.3,11.9,5.4,0,35.9,53.8,33.5,66.5
1400000U,06037132101,Census Tract 1321.01; Los Angeles County; California,4113,3211,215,39,323,0,1999,2191,1922,78.1,5.2,0.9,7.9,0,48.6,53.3,35.2,64.8
1400000U,06037132102,Census Tract 1321.02; Los Angeles County; California,4993,2846,168,317,1228,65,1237,2292,2701,57,3.4,6.3,24.6,1.3,24.8,45.9,32,68
1400000U,06037132301,Census Tract 1323.01; Los Angeles County; California,3616,1280,539,89,661,0,1366,1955,1661,35.4,14.9,2.5,18.3,0,37.8,54.1,14.8,85.2
1400000U,06037132302,Census Tract 1323.02; Los Angeles County; California,3176,1385,227,32,620,0,1065,1659,1517,43.6,7.1,1,19.5,0,33.5,52.2,21.4,78.6
1400000U,06037132501,Census Tract 1325.01; Los Angeles County; California,4658,1970,192,32,399,5,2635,2635,2023,42.3,4.1,0.7,8.6,0.1,56.6,56.6,29.7,70.3
1400000U,06037132502,Census Tract 1325.02; Los Angeles County; California,3398,2413,92,0,284,0,967,1413,1985,71,2.7,0,8.4,0,28.5,41.6,46.9,53.1
1400000U,06037132700,Census Tract 1327; Los Angeles County; California,4922,2467,185,6,250,64,2505,2682,2240,50.1,3.8,0.1,5.1,1.3,50.9,54.5,35.1,64.9
1400000U,06037132900,Census Tract 1329; Los Angeles County; California,3877,2572,51,112,601,0,936,1094,2783,66.3,1.3,2.9,15.5,0,24.1,28.2,55.1,44.9
1400000U,06037133000,Census Tract 1330; Los Angeles County; California,4096,2594,47,21,323,4,1910,2371,1725,63.3,1.1,0.5,7.9,0.1,46.6,57.9,33.3,66.7
1400000U,06037133101,Census Tract 1331.01; Los Angeles County; California,1709,1435,44,24,116,0,360,557,1152,84,2.6,1.4,6.8,0,21.1,32.6,58,42
1400000U,06037133102,Census Tract 1331.02; Los Angeles County; California,3926,2264,65,108,732,0,925,1243,2683,57.7,1.7,2.8,18.6,0,23.6,31.7,46.1,53.9
1400000U,06037134001,Census Tract 1340.01; Los Angeles County; California,3457,1106,245,107,437,0,2053,2353,1104,32,7.1,3.1,12.6,0,59.4,68.1,12.4,87.6
1400000U,06037134002,Census Tract 1340.02; Los Angeles County; California,4024,1588,237,233,459,0,2194,2482,1542,39.5,5.9,5.8,11.4,0,54.5,61.7,17,83
1400000U,06037134101,Census Tract 1341.01; Los Angeles County; California,4660,1659,87,112,1992,0,1273,1583,3077,35.6,1.9,2.4,42.7,0,27.3,34,21.1,78.9
1400000U,06037134103,Census Tract 1341.03; Los Angeles County; California,4172,1547,238,98,836,0,1960,2103,2069,37.1,5.7,2.3,20,0,47,50.4,22.7,77.3
1400000U,06037134104,Census Tract 1341.04; Los Angeles County; California,4076,1572,195,87,1557,37,1228,1480,2596,38.6,4.8,2.1,38.2,0.9,30.1,36.3,19.2,80.8
1400000U,06037134201,Census Tract 1342.01; Los Angeles County; California,4062,1281,134,122,1500,27,1383,1483,2579,31.5,3.3,3,36.9,0.7,34,36.5,22.1,77.9
1400000U,06037134302,Census Tract 1343.02; Los Angeles County; California,4411,2114,148,97,1156,10,1324,1518,2893,47.9,3.4,2.2,26.2,0.2,30,34.4,35.6,64.4
